title,brand,model,transmission,fuel_type,price,year_of_manufacture,energy_capacity,kilometers_run,car_age,mileage_per_year,brand_frequency,model_frequency,price_band
"Toyota Fielder aaa.aa, aaaa a,aaYa. 2020",Toyota,Fielder,Automatic,"Petrol, Hybrid, Octane",2330000,2020,1500.0,35000,6,5833.333333333333,0.8884228187919463,0.057885906040268456,Low
Toyota Corolla Cross Z LEATEHR HYBRID 2021,Toyota,Corolla Cross,Automatic,Hybrid,4480000,2021,1800.0,44763,5,8952.6,0.8884228187919463,0.07097315436241611,Luxury
Honda Insight LX HYBRID PUSH 2021,Honda,Insight,Automatic,Hybrid,3650000,2021,1500.0,123542,5,24708.4,0.0424496644295302,0.015100671140939598,High
Toyota Alphard EXECUTIVE LOUNGE 2020,Toyota,Alphard,Automatic,"Petrol, Hybrid, Octane",10800000,2020,2500.0,45000,6,7500.0,0.8884228187919463,0.0050335570469798654,Luxury
Toyota Prius Hybrid U 2023,Toyota,Prius,Automatic,Hybrid,4100000,2023,2500.0,22620,3,7540.0,0.8884228187919463,0.029865771812080538,High
Toyota Voxy Hybrid 2023,Toyota,Voxy,Automatic,"Petrol, Hybrid, Octane",5800000,2023,1800.0,18510,3,6170.0,0.8884228187919463,0.027348993288590605,Luxury
"Toyota C-HR G LED, BODYKIT 2020",Toyota,C-HR,Automatic,Hybrid,3480000,2020,1800.0,28890,6,4815.0,0.8884228187919463,0.027181208053691275,High
Toyota  FUNCERGO 2004,Toyota,Other Model,Automatic,Octane,780000,2004,1331.0,62586,22,2844.818181818182,0.8884228187919463,0.005369127516778523,Low
Toyota Hiace GL DUAL AC 2020,Toyota,Hiace,Automatic,"Petrol, Octane",3350000,2020,2000.0,45700,6,7616.666666666667,0.8884228187919463,0.09429530201342282,Medium
Toyota Hiace Super-GL Dark-Prime2 2020,Toyota,Hiace,Automatic,"Petrol, Octane",4500000,2020,2000.0,113000,6,18833.333333333332,0.8884228187919463,0.09429530201342282,Luxury
Toyota Axio EX WHITE HYBRID 2020,Toyota,Axio,Automatic,"Hybrid, Octane",2400000,2020,1500.0,126000,6,21000.0,0.8884228187919463,0.10939597315436242,Medium
Toyota Fielder EX-NON HYBRID G-4.5 2021,Toyota,Fielder,Automatic,Octane,3200000,2021,1500.0,87000,5,17400.0,0.8884228187919463,0.057885906040268456,Medium
Toyota Hiace SUPER-GL DARK PRIME2 2021,Toyota,Hiace,Automatic,Octane,4900000,2021,2000.0,48000,5,9600.0,0.8884228187919463,0.09429530201342282,Luxury
Toyota Esquire GI Premium HYBRID 2020,Toyota,Esquire,Automatic,"Hybrid, Octane",4050000,2020,1800.0,72036,6,12006.0,0.8884228187919463,0.05855704697986577,High
Honda Insight EX-PKG BLUECOLOR G-4 2020,Honda,Insight,Automatic,Hybrid,3820000,2020,1500.0,96000,6,16000.0,0.0424496644295302,0.015100671140939598,High
"Toyota Esquire GI-PREMIUM, GRAD-4.0 2021",Toyota,Esquire,Automatic,Hybrid,4280000,2021,1800.0,44000,5,8800.0,0.8884228187919463,0.05855704697986577,High
Toyota Axio EX-HYBRID SILVER 2020,Toyota,Axio,Automatic,Hybrid,2330000,2020,1500.0,172000,6,28666.666666666668,0.8884228187919463,0.10939597315436242,Low
Toyota C-HR G-LED 360 CAMERA 2020,Toyota,C-HR,Automatic,Hybrid,3400000,2020,1800.0,85000,6,14166.666666666666,0.8884228187919463,0.027181208053691275,High
Toyota Noah S-Z PACKAGE 2022,Toyota,Noah,Automatic,Hybrid,4600000,2022,1800.0,88000,4,22000.0,0.8884228187919463,0.10671140939597315,Luxury
Toyota Harrier Z Leather Non Hybrid 2020,Toyota,Harrier,Automatic,"Petrol, Octane",7890000,2020,2000.0,44000,6,7333.333333333333,0.8884228187919463,0.03976510067114094,Luxury
Toyota Harrier Z Leather Non Hybrid 2020,Toyota,Harrier,Automatic,"Petrol, Octane",7790000,2020,2000.0,67000,6,11166.666666666666,0.8884228187919463,0.03976510067114094,Luxury
Toyota Hiace Dual Ac Silver 2020,Toyota,Hiace,Automatic,"Petrol, Octane",3620000,2020,2000.0,39000,6,6500.0,0.8884228187919463,0.09429530201342282,High
Toyota Voxy S-Z 2022,Toyota,Voxy,Automatic,Hybrid,5450000,2022,1800.0,34000,4,8500.0,0.8884228187919463,0.027348993288590605,Luxury
Toyota Harrier premium  2020,Toyota,Harrier,Automatic,"Petrol, Octane",6750000,2020,2000.0,40000,6,6666.666666666667,0.8884228187919463,0.03976510067114094,Luxury
Toyota Hiace super gl dark prime2 2022,Toyota,Hiace,Automatic,"Petrol, CNG, Octane, LPG",4500000,2022,2000.0,53000,4,13250.0,0.8884228187919463,0.09429530201342282,Luxury
Toyota Harrier Z LEATHER HYBRID 2021,Toyota,Harrier,Automatic,Hybrid,6900000,2021,2500.0,51000,5,10200.0,0.8884228187919463,0.03976510067114094,Luxury
Toyota Fielder EX PKG NON HYB 2020,Toyota,Fielder,Automatic,Octane,2580000,2020,1500.0,208000,6,34666.666666666664,0.8884228187919463,0.057885906040268456,Medium
Toyota Corolla Cross Z 2022,Toyota,Corolla Cross,Automatic,"Hybrid, Octane",4700000,2022,1790.0,28900,4,7225.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Corolla G-X 2020,Toyota,Corolla,Automatic,"Hybrid, Octane",3150000,2020,1790.0,49200,6,8200.0,0.8884228187919463,0.04848993288590604,Medium
Toyota Noah Z HYBRID 4.5POINT 2022,Toyota,Noah,Automatic,"Hybrid, Octane",4630000,2022,1800.0,96000,4,24000.0,0.8884228187919463,0.10671140939597315,Luxury
Nissan Bluebird All Power 2006,Nissan,Bluebird,Automatic,Octane,1270000,2006,1500.0,78542,20,3927.1,0.02365771812080537,0.002181208053691275,Low
Toyota Yaris Hybrid x 2021,Toyota,Yaris,Automatic,Hybrid,1900000,2021,1500.0,80000,5,16000.0,0.8884228187919463,0.003355704697986577,Low
Toyota Alphard Executive Lounge 2021,Toyota,Alphard,Automatic,Hybrid,9400000,2021,2500.0,56420,5,11284.0,0.8884228187919463,0.0050335570469798654,Luxury
Toyota Yaris Hybrid X 2021,Toyota,Yaris,Automatic,Hybrid,1900000,2021,1500.0,46520,5,9304.0,0.8884228187919463,0.003355704697986577,Low
Toyota Corolla Hybrid WxB package 2021,Toyota,Corolla,Automatic,Hybrid,2850000,2021,1800.0,133,5,26.6,0.8884228187919463,0.04848993288590604,Medium
Toyota Axio FIELDER Hybrid EX 2020,Toyota,Axio,Automatic,Hybrid,2250000,2020,1500.0,41520,6,6920.0,0.8884228187919463,0.10939597315436242,Low
Toyota Voxy Hybrid ZS-KERAMIKE 3 2020,Toyota,Voxy,Automatic,Hybrid,3400000,2020,1800.0,44412,6,7402.0,0.8884228187919463,0.027348993288590605,High
Toyota Axio EX HYBRID WHITE 2020,Toyota,Axio,Automatic,Hybrid,2250000,2020,1500.0,97200,6,16200.0,0.8884228187919463,0.10939597315436242,Low
Toyota Hiace GL BLACK DUAL AC 2022,Toyota,Hiace,Automatic,"Petrol, Octane",3550000,2022,2000.0,67350,4,16837.5,0.8884228187919463,0.09429530201342282,High
Toyota Yaris Cross Z LEATHER GRAY AP-4 2021,Toyota,Yaris Cross,Automatic,Hybrid,3350000,2021,1500.0,53650,5,10730.0,0.8884228187919463,0.02097315436241611,Medium
Toyota Voxy Z-S KIRAMIIKI 3 2021,Toyota,Voxy,Automatic,Hybrid,3350000,2021,1800.0,59000,5,11800.0,0.8884228187919463,0.027348993288590605,Medium
Toyota Axio X. 2015,Toyota,Axio,Automatic,"CNG, Octane",1790000,2015,1500.0,84752,11,7704.727272727273,0.8884228187919463,0.10939597315436242,Low
Toyota Corolla Cross Z Black Full Option 2022,Toyota,Corolla Cross,Automatic,Hybrid,4650000,2022,1800.0,21000,4,5250.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Corolla Cross Z Pearl Full Option 2022,Toyota,Corolla Cross,Automatic,Hybrid,4690000,2022,1800.0,74000,4,18500.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Hiace DX Silver 3 Point 2020,Toyota,Hiace,Automatic,Petrol,3300000,2020,2000.0,89000,6,14833.333333333334,0.8884228187919463,0.09429530201342282,Medium
Toyota Hiace DX Pkg Silver Color 2020,Toyota,Hiace,Automatic,Petrol,3350000,2020,2000.0,65900,6,10983.333333333334,0.8884228187919463,0.09429530201342282,Medium
Toyota Aqua S Style Pkg Black 2020,Toyota,Aqua,Automatic,Hybrid,1980000,2020,1500.0,110000,6,18333.333333333332,0.8884228187919463,0.015771812080536914,Low
Toyota Fielder EX HYBRID WHITE 2020,Toyota,Fielder,Automatic,"Petrol, Hybrid, Octane",2220000,2020,1500.0,66000,6,11000.0,0.8884228187919463,0.057885906040268456,Low
Toyota Hiace Super GL White 2020,Toyota,Hiace,Automatic,Petrol,4190000,2020,2000.0,101000,6,16833.333333333332,0.8884228187919463,0.09429530201342282,High
Toyota Axio X Non Hybrid 2019,Toyota,Axio,Automatic,"Petrol, Octane",2450000,2019,1500.0,67000,7,9571.42857142857,0.8884228187919463,0.10939597315436242,Medium
Toyota Corolla Cross Z HYBRID RED OFFER 2022,Toyota,Corolla Cross,Automatic,"Petrol, Hybrid, Octane",4450000,2022,1800.0,47000,4,11750.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Premio F-EX Pearl point 4.5 2020,Toyota,Premio,Automatic,"Petrol, Octane",4720000,2020,1500.0,21000,6,3500.0,0.8884228187919463,0.05285234899328859,Luxury
Toyota Aqua S STYLE PKG 4.5 RED 2020,Toyota,Aqua,Automatic,"Hybrid, Octane",2150000,2020,1500.0,88012,6,14668.666666666666,0.8884228187919463,0.015771812080536914,Low
Mitsubishi Eclipse Cross white 2022,Mitsubishi,Eclipse Cross,Automatic,"Petrol, Octane",4800000,2022,1500.0,6000,4,1500.0,0.012583892617449664,0.0003355704697986577,Luxury
Toyota Fielder Hybrid 4 point 2020,Toyota,Fielder,Automatic,Hybrid,2320000,2020,1500.0,89257,6,14876.166666666666,0.8884228187919463,0.057885906040268456,Low
Toyota Voxy X Dhaka Ready 2020,Toyota,Voxy,Automatic,"Hybrid, Octane",3750000,2020,1800.0,83000,6,13833.333333333334,0.8884228187919463,0.027348993288590605,High
Toyota Corolla Cross Zleather Dhaka Ready 2022,Toyota,Corolla Cross,Automatic,"Hybrid, Octane",4600000,2022,1800.0,50980,4,12745.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Premio F 2009,Toyota,Premio,Automatic,Octane,2050000,2009,1500.0,85000,17,5000.0,0.8884228187919463,0.05285234899328859,Low
Toyota Premio FEX 2016,Toyota,Premio,Automatic,Octane,3290000,2016,1500.0,43000,10,4300.0,0.8884228187919463,0.05285234899328859,Medium
Toyota Premio F EX 2021,Toyota,Premio,Automatic,"Petrol, Octane",4350000,2021,1500.0,110000,5,22000.0,0.8884228187919463,0.05285234899328859,High
Toyota C-HR Hybrid GR Sports 4.5 2020,Toyota,C-HR,Automatic,"Petrol, Hybrid, Octane",3730000,2020,1800.0,60000,6,10000.0,0.8884228187919463,0.027181208053691275,High
Toyota Hiace Super GL 2020 Key ST,Toyota,Hiace,Automatic,"Petrol, Octane",3800000,2020,2000.0,76120,6,12686.666666666666,0.8884228187919463,0.09429530201342282,High
Toyota Yaris Cross Z 2021,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane",3420000,2021,1500.0,19000,5,3800.0,0.8884228187919463,0.02097315436241611,High
Toyota Noah Hybrid G Black 2020,Toyota,Noah,Automatic,Hybrid,3500000,2020,1800.0,30900,6,5150.0,0.8884228187919463,0.10671140939597315,High
Toyota Premio Fex 2014,Toyota,Premio,Automatic,Octane,2650000,2014,1500.0,56000,12,4666.666666666667,0.8884228187919463,0.05285234899328859,Medium
Toyota Alphard Executive Lounge 2020,Toyota,Alphard,Automatic,"Hybrid, Octane",10800000,2020,2500.0,22760,6,3793.3333333333335,0.8884228187919463,0.0050335570469798654,Luxury
Toyota RAV4 Hybrid 2022,Toyota,RAV4,Automatic,"Petrol, Hybrid, Octane",8500000,2022,2500.0,18510,4,4627.5,0.8884228187919463,0.009731543624161074,Luxury
Lexus ES 300h 2020,Lexus,ES,Automatic,"Petrol, Octane",10700000,2020,2000.0,55510,6,9251.666666666666,0.0068791946308724835,0.0015100671140939597,Luxury
Toyota Hiace READY SHOWROOM 2020,Toyota,Hiace,Automatic,"Petrol, Octane",4300000,2020,2000.0,78512,6,13085.333333333334,0.8884228187919463,0.09429530201342282,High
Toyota Noah SI WXB 3AERO Kitted 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane",3700000,2020,1800.0,70000,6,11666.666666666666,0.8884228187919463,0.10671140939597315,High
Toyota Hiace Ready Stock 2020,Toyota,Hiace,Automatic,"Petrol, Octane",2999999,2020,2000.0,75465,6,12577.5,0.8884228187919463,0.09429530201342282,Medium
Toyota Noah SZ Aero Kitted 2025,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane",6150000,2025,1800.0,12,1,12.0,0.8884228187919463,0.10671140939597315,Luxury
Toyota Allion A15 PACKAGE 2019,Toyota,Allion,Automatic,Octane,3800000,2019,1490.0,71350,7,10192.857142857143,0.8884228187919463,0.03120805369127517,High
Toyota Raize Z HYBRID 2022,Toyota,Raize Z,Automatic,"Petrol, Hybrid, Octane",4250000,2022,1200.0,42000,4,10500.0,0.8884228187919463,0.0013422818791946308,High
Toyota Noah G Limited 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane",3400000,2020,1800.0,70000,6,11666.666666666666,0.8884228187919463,0.10671140939597315,High
"Honda CR-V EX Masterpiece,M.Kit 2019",Honda,CR-V,Automatic,"Petrol, Octane",5890000,2019,1500.0,24000,7,3428.5714285714284,0.0424496644295302,0.011241610738255034,Luxury
Toyota Noah X Limited 2020,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane",3350000,2020,1800.0,75000,6,12500.0,0.8884228187919463,0.10671140939597315,Medium
Toyota Voxy ZS KIRAMEKI 2 2020,Toyota,Voxy,Automatic,"Petrol, Hybrid, Octane",3450000,2020,1800.0,75000,6,12500.0,0.8884228187919463,0.027348993288590605,High
Toyota Hiace Super GL Dark Prime2 2020,Toyota,Hiace,Automatic,Octane,4260000,2020,2000.0,95000,6,15833.333333333334,0.8884228187919463,0.09429530201342282,High
Toyota Hiace Super GL Dark Prime2 2021,Toyota,Hiace,Automatic,Octane,4480000,2021,2000.0,53000,5,10600.0,0.8884228187919463,0.09429530201342282,Luxury
Toyota Sienta S Hybrid 2017,Toyota,Sienta,Automatic,"Hybrid, Octane",2250000,2017,1500.0,69759,9,7751.0,0.8884228187919463,0.009228187919463088,Low
Toyota Fielder G Edition 2010,Toyota,Fielder,Automatic,"CNG, Octane",1435000,2010,1500.0,89265,16,5579.0625,0.8884228187919463,0.057885906040268456,Low
Toyota Axio Ex Pkg hybrid Gp-4.0 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane",2300000,2020,1500.0,61200,6,10200.0,0.8884228187919463,0.10939597315436242,Low
Toyota Carina 1994,Toyota,Carina,Manual,"CNG, Octane",350000,1994,1500.0,98000,32,3062.5,0.8884228187919463,0.0008389261744966443,Low
Toyota Noah 2 Door power Hybrid 2020,Toyota,Noah,Automatic,Hybrid,3470000,2020,1800.0,81460,6,13576.666666666666,0.8884228187919463,0.10671140939597315,High
Toyota Wagon 100 2002,Toyota,Wagon 100,Automatic,"CNG, Octane",350000,2002,1331.0,123456,24,5144.0,0.8884228187919463,0.0008389261744966443,Low
Toyota Axio X 2008,Toyota,Axio,Automatic,"CNG, Octane",1299999,2008,1500.0,85423,18,4745.722222222223,0.8884228187919463,0.10939597315436242,Low
Toyota Allion aa2aaaa 2007,Toyota,Allion,Automatic,"CNG, Octane",1790000,2007,1500.0,85000,19,4473.684210526316,0.8884228187919463,0.03120805369127517,Low
Toyota Noah X NON HYB 68000KM 2020,Toyota,Noah,Automatic,Octane,3450070,2020,1990.0,68068,6,11344.666666666666,0.8884228187919463,0.10671140939597315,High
Toyota Noah X OCTEN KEY 68000KM 2020,Toyota,Noah,Automatic,Octane,3450000,2020,2000.0,68000,6,11333.333333333334,0.8884228187919463,0.10671140939597315,High
Toyota Raize Z HYBRID 4.5 grade 2022,Toyota,Raize Z,Automatic,"Hybrid, Octane",4200000,2022,1200.0,43000,4,10750.0,0.8884228187919463,0.0013422818791946308,High
Nissan X-Trail octen driven 2014,Nissan,X-Trail,Automatic,Octane,2100000,2014,2000.0,55000,12,4583.333333333333,0.02365771812080537,0.015436241610738255,Low
"Toyota Corsa All Original,1stHand 1996",Toyota,Corsa,Automatic,"CNG, Octane",520000,1996,1331.0,112000,30,3733.3333333333335,0.8884228187919463,0.0005033557046979866,Low
"Toyota Axio X LPG, 1320 CC 2012",Toyota,Axio,Automatic,"Octane, LPG",1530000,2012,1320.0,78000,14,5571.428571428572,0.8884228187919463,0.10939597315436242,Low
Toyota Axio G Octane Use Only 2013,Toyota,Axio,Automatic,Octane,1850000,2013,1500.0,68000,13,5230.7692307692305,0.8884228187919463,0.10939597315436242,Low
Toyota Axio Fielder G Edison 2012,Toyota,Axio,Automatic,"CNG, Octane",1499999,2012,1500.0,85463,14,6104.5,0.8884228187919463,0.10939597315436242,Low
Toyota Axio Non Hybrid EX- READY 2020,Toyota,Axio,Automatic,"Petrol, Octane",2550000,2020,1500.0,67843,6,11307.166666666666,0.8884228187919463,0.10939597315436242,Medium
Toyota Axio EX PUSH 2020,Toyota,Axio,Automatic,Hybrid,2250000,2020,1500.0,97000,6,16166.666666666666,0.8884228187919463,0.10939597315436242,Low
Toyota Aqua Hybrid X 2021,Toyota,Aqua,Automatic,Hybrid,2150000,2021,1500.0,46452,5,9290.4,0.8884228187919463,0.015771812080536914,Low
Toyota Voxy SZ Massive Grey 56k 2024,Toyota,Voxy,Automatic,Hybrid,6090000,2024,1800.0,6800,2,3400.0,0.8884228187919463,0.027348993288590605,Luxury
Toyota Harrier Z LEATHER 5-POINT 2020,Toyota,Harrier,Automatic,"Petrol, Octane",8100000,2020,2000.0,28999,6,4833.166666666667,0.8884228187919463,0.03976510067114094,Luxury
Toyota Corolla Cross Z Black 4.5 Point 2022,Toyota,Corolla Cross,Automatic,Hybrid,4680000,2022,1800.0,29600,4,7400.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota C-HR Hybrid G Nero 4.5 AP 2020,Toyota,C-HR,Automatic,"Petrol, Hybrid, Octane",3730000,2020,1800.0,39000,6,6500.0,0.8884228187919463,0.027181208053691275,High
Toyota Harrier Z-LEATHER NONHY 5.00 2020,Toyota,Harrier,Automatic,"Petrol, Octane",8400000,2020,2000.0,5900,6,983.3333333333334,0.8884228187919463,0.03976510067114094,Luxury
Toyota Yaris Cross G PKG Red Wine 2021,Toyota,Yaris Cross,Automatic,"Petrol, Hybrid, Octane",2900000,2021,1500.0,125000,5,25000.0,0.8884228187919463,0.02097315436241611,Medium
Toyota Voxy ZS KIRAMEKI HYBRID 2020,Toyota,Voxy,Automatic,"Hybrid, Octane",3250000,2020,1800.0,88000,6,14666.666666666666,0.8884228187919463,0.027348993288590605,Medium
Toyota Crown New Shape 2020,Toyota,Crown,Automatic,"Hybrid, Octane",7300000,2020,2500.0,52475,6,8745.833333333334,0.8884228187919463,0.00587248322147651,Luxury
Toyota Noah Ready Stock 2022,Toyota,Noah,Automatic,Hybrid,4250000,2022,1800.0,45287,4,11321.75,0.8884228187919463,0.10671140939597315,High
Toyota Harrier SHOWROOM-READY 2022,Toyota,Harrier,Automatic,"Petrol, Octane",7800000,2022,2000.0,58512,4,14628.0,0.8884228187919463,0.03976510067114094,Luxury
Toyota Axio EX HYBRID 4POINT 2020,Toyota,Axio,Automatic,"Hybrid, Octane",2369997,2020,1500.0,85000,6,14166.666666666666,0.8884228187919463,0.10939597315436242,Medium
Honda Insight EX PKG 11000 KM 2022,Honda,Insight,Automatic,Hybrid,4300000,2022,1500.0,11000,4,2750.0,0.0424496644295302,0.015100671140939598,High
Toyota Allion G PACKAGE 2004,Toyota,Allion,Automatic,"CNG, Octane",1395000,2004,1500.0,65856,22,2993.4545454545455,0.8884228187919463,0.03120805369127517,Low
Toyota Rumion G Package 2013,Toyota,Rumion,Automatic,Octane,1945000,2013,1500.0,77000,13,5923.076923076923,0.8884228187919463,0.00016778523489932885,Low
Honda Vezel Z-NON HYBRID 2015,Honda,Vezel,Automatic,Octane,2260000,2015,1500.0,93000,11,8454.545454545454,0.0424496644295302,0.006711409395973154,Low
Toyota Fielder EX Package 2020,Toyota,Fielder,Automatic,"Petrol, Octane",2600000,2020,1500.0,123,6,20.5,0.8884228187919463,0.057885906040268456,Medium
Toyota Crown Crossover Hybrid G 2023,Toyota,Crown,Automatic,Hybrid,9000000,2023,2500.0,12032,3,4010.6666666666665,0.8884228187919463,0.00587248322147651,Luxury
Toyota Yaris Hybrid s package 2021,Toyota,Yaris,Automatic,Hybrid,1900000,2021,1500.0,132,5,26.4,0.8884228187919463,0.003355704697986577,Low
Toyota Noah X PKG 2020 BLACK,Toyota,Noah,Automatic,Octane,3700000,2020,2000.0,66860,6,11143.333333333334,0.8884228187919463,0.10671140939597315,High
Toyota Corolla Cross Z Pearl Full Option 2022,Toyota,Corolla Cross,Automatic,Hybrid,4780000,2022,1800.0,58000,4,14500.0,0.8884228187919463,0.07097315436241611,Luxury
"Lexus ES 300h, Mark Levison 2020",Lexus,ES,Automatic,"Hybrid, Octane",10500000,2020,2500.0,38452,6,6408.666666666667,0.0068791946308724835,0.0015100671140939597,Luxury
Toyota Corolla a PACKAGE 1996,Toyota,Corolla,Automatic,"CNG, Octane",495000,1996,1331.0,86598,30,2886.6,0.8884228187919463,0.04848993288590604,Low
Toyota Noah X 2 Doors Power 2010,Toyota,Noah,Automatic,"CNG, Octane",2080000,2010,2000.0,85000,16,5312.5,0.8884228187919463,0.10671140939597315,Low
Mitsubishi Pajero 2008,Mitsubishi,Pajero,Automatic,Octane,4500000,2008,3000.0,54000,18,3000.0,0.012583892617449664,0.0041946308724832215,Luxury
Toyota Noah SI 2010,Toyota,Noah,Automatic,"Octane, LPG",2095000,2010,2000.0,72000,16,4500.0,0.8884228187919463,0.10671140939597315,Low
Toyota Vitz 2011,Toyota,Vitz,Automatic,Octane,1025000,2016,1000.0,97000,10,9700.0,0.8884228187919463,0.0041946308724832215,Low
"Toyota Aqua aa, aaaaaa.aao 2020",Toyota,Aqua,Automatic,"Petrol, Hybrid, Octane",2070000,2020,1500.0,77000,6,12833.333333333334,0.8884228187919463,0.015771812080536914,Low
Toyota Axio NON HYBRID 2021,Toyota,Axio,Automatic,Octane,2600000,2021,1500.0,32545,5,6509.0,0.8884228187919463,0.10939597315436242,Medium
Toyota Noah SIWXB 2021,Toyota,Noah,Automatic,"Petrol, Hybrid, Octane",3870000,2021,1800.0,80000,5,16000.0,0.8884228187919463,0.10671140939597315,High
Toyota Voxy Hybrid 2021,Toyota,Voxy,Automatic,Hybrid,3300000,2021,1800.0,37432,5,7486.4,0.8884228187919463,0.027348993288590605,Medium
Honda Vezel HYBRID X 2021,Honda,Vezel,Automatic,"Hybrid, Octane",3700000,2021,1500.0,59654,5,11930.8,0.0424496644295302,0.006711409395973154,High
Honda Grace LX 2016,Honda,Grace,Automatic,"Hybrid, Octane",1725000,2016,1500.0,58000,10,5800.0,0.0424496644295302,0.0038590604026845637,Low
Toyota Noah Octen G 2020,Toyota,Noah,Automatic,Octane,3650000,2020,1800.0,54646,6,9107.666666666666,0.8884228187919463,0.10671140939597315,High
Toyota Fielder Hybrid EX 2021,Toyota,Fielder,Automatic,Hybrid,22500000,2021,1500.0,54452,5,10890.4,0.8884228187919463,0.057885906040268456,Luxury
Toyota Noah Hybrid 2021,Toyota,Noah,Automatic,Hybrid,3300000,2021,1800.0,69341,5,13868.2,0.8884228187919463,0.10671140939597315,Medium
Toyota Corolla Cross Z PKG 4.5 BLACK 2022,Toyota,Corolla Cross,Automatic,"Hybrid, Octane",4850000,2022,1800.0,62950,4,15737.5,0.8884228187919463,0.07097315436241611,Luxury
Nissan X-Trail Emergency Brake Pkg 2016,Nissan,X-Trail,Automatic,"Hybrid, Octane",2150000,2016,2000.0,59220,10,5922.0,0.02365771812080537,0.015436241610738255,Low
Toyota Corolla Cross Z Black Full Option 2022,Toyota,Corolla Cross,Automatic,Hybrid,4740000,2022,1800.0,56000,4,14000.0,0.8884228187919463,0.07097315436241611,Luxury
Toyota Voxy S-G PKG HYB 2023,Toyota,Voxy,Automatic,Hybrid,4450000,2023,1800.0,42000,3,14000.0,0.8884228187919463,0.027348993288590605,Luxury
Toyota Corolla Sports 2021,Toyota,Corolla,Automatic,Octane,2900000,2021,1800.0,62000,5,12400.0,0.8884228187919463,0.04848993288590604,Medium
Honda CR-V SUNROOF 2005,Honda,CR-V,Automatic,"Octane, LPG",1450000,2005,2000.0,86598,21,4123.714285714285,0.0424496644295302,0.011241610738255034,Low
Toyota Harrier Z Pkg 2025,Toyota,Harrier,Automatic,Hybrid,10900000,2025,2500.0,5,1,5.0,0.8884228187919463,0.03976510067114094,Luxury
Proton Saga FX 2020,Proton,Saga,Automatic,Octane,1095000,2020,1332.0,70000,6,11666.666666666666,0.0016778523489932886,0.0005033557046979866,Low
Toyota Harrier Z leather Package 2020,Toyota,Harrier,Automatic,"Petrol, Hybrid, Octane",7550000,2020,2500.0,52000,6,8666.666666666666,0.8884228187919463,0.03976510067114094,Luxury
Toyota Voxy ZS KIRAMIKI 3 2020,Toyota,Voxy,Automatic,"Petrol, Hybrid, Octane, LPG",3500000,2020,1800.0,68000,6,11333.333333333334,0.8884228187919463,0.027348993288590605,High
Toyota Prius HYBRID S TOURING PKG 2019,Toyota,Prius,Automatic,Hybrid,3150000,2019,1800.0,97423,7,13917.57142857143,0.8884228187919463,0.029865771812080538,Medium
Toyota Paseo G PACKAGE 2010,Toyota,Paseo,Automatic,Octane,1299999,2010,1500.0,79685,16,4980.3125,0.8884228187919463,0.00016778523489932885,Low
Toyota Allion  2003,Toyota,Allion,Automatic,"Petrol, Octane",1585000,2003,1500.0,230000,23,10000.0,0.8884228187919463,0.03120805369127517,Low
Toyota Axio Hybrid Ex Grade- 4 2020,Toyota,Axio,Automatic,Hybrid,2300000,2020,1500.0,89351,6,14891.833333333334,0.8884228187919463,0.10939597315436242,Low
Toyota Corolla PKG. S SEELIK GRAY 2021,Toyota,Corolla,Automatic,"Petrol, Hybrid, Octane",3050000,2021,1800.0,57234,5,11446.8,0.8884228187919463,0.04848993288590604,Medium
Toyota Axio Ex Hybrid Silver 2020,Toyota,Axio,Automatic,"Petrol, Hybrid, Octane",2100000,2020,1500.0,150000,6,25000.0,0.8884228187919463,0.10939597315436242,Low
Toyota Harrier aaaaaaRaaYaaR aaaaaa.aao 2020,Toyota,Harrier,Automatic,"Petrol, Octane",6950000,2020,2000.0,77000,6,12833.333333333334,0.8884228187919463,0.03976510067114094,Luxury
Toyota Fielder Hybrid EX package 2021,Toyota,Fielder,Automatic,Hybrid,2250000,2021,1500.0,123,5,24.6,0.8884228187919463,0.057885906040268456,Low
Toyota Axio HYBRID 2021,Toyota,Axio,Automatic,Hybrid,2200000,2021,1500.0,36542,5,7308.4,0.8884228187919463,0.10939597315436242,Low
Toyota Hiace SUPER GL DARK PRIME 2020,Toyota,Hiace,Automatic,Petrol,4450000,2020,2000.0,58000,6,9666.666666666666,0.8884228187919463,0.09429530201342282,Luxury
Toyota Yaris Cross Z Pearl 4.586k km 2020,Toyota,Yaris Cross,Automatic,Hybrid,3490000,2020,1500.0,86000,6,14333.333333333334,0.8884228187919463,0.02097315436241611,High
Toyota Aqua s push start 2020,Toyota,Aqua,Automatic,Hybrid,2050000,2020,1500.0,78345,6,13057.5,0.8884228187919463,0.015771812080536914,Low
